"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"1","Russia","(Unknown) vehicle",1,12,0,0,13,"04/04/2022"
"2","Russia","100mm MT-12 anti-tank gun",1,0,0,0,1,"04/04/2022"
"3","Russia","120mm 2B11/2S12",5,2,0,0,7,"04/04/2022"
"4","Russia","120mm 2B11/2S12A",1,0,0,0,1,"04/04/2022"
"5","Russia","120mm 2B16 Nona-K howitzer",2,0,3,0,5,"04/04/2022"
"6","Russia","120mm 2S23 Nona-SVK",1,0,0,0,1,"04/04/2022"
"7","Russia","120mm 2S34 Khosta",2,0,0,0,2,"04/04/2022"
"8","Russia","120mm 2S9 Nona",4,2,1,0,7,"04/04/2022"
"9","Russia","122mm 2B17 Tornado-G",2,2,0,0,4,"04/04/2022"
"10","Russia","122mm 2S1 Gvozdika",3,2,1,0,6,"04/04/2022"
"11","Russia","122mm BM-21 'Grad'",15,10,5,2,32,"04/04/2022"
"12","Russia","122mm D-30 howitzer 2A18",6,1,2,0,9,"04/04/2022"
"13","Russia","152mm 2A65 Msta-B howitzer",4,6,1,3,14,"04/04/2022"
"14","Russia","152mm 2S19 Msta-S",14,14,9,1,38,"04/04/2022"
"15","Russia","152mm 2S3 Akatsiya",6,8,6,2,22,"04/04/2022"
"16","Russia","152mm 2S33 Msta-SM2",3,0,0,0,3,"04/04/2022"
"17","Russia","1L261 (for 1L260 Zoopark-1M counter-battery radar complex)",1,0,0,0,1,"04/04/2022"
"18","Russia","1RL257 Krasukha-4 (command post)",1,0,0,0,1,"04/04/2022"
"19","Russia","1V119 artillery fire direction vehicle",5,1,0,0,6,"04/04/2022"
"20","Russia","1V13 battery fire control center",3,3,3,0,9,"04/04/2022"
"21","Russia","1V14 battery command and forward observer vehicle",2,0,1,0,3,"04/04/2022"
"22","Russia","220mm BM-27 'Uragan'",2,4,0,0,6,"04/04/2022"
"23","Russia","220mm TOS-1A",3,1,1,1,6,"04/04/2022"
"24","Russia","23mm ZU-23",3,0,0,0,3,"04/04/2022"
"25","Russia","2K22M1 Tunguska",0,2,5,1,8,"04/04/2022"
"26","Russia","2S1 with ZU-23 AA gun",1,0,0,0,1,"04/04/2022"
"27","Russia","9A310M1-2 TELAR (for Buk-M1-2)",0,2,0,1,3,"04/04/2022"
"28","Russia","9A316 TEL (for Buk-M2)",1,1,0,0,2,"04/04/2022"
