"","country","system","abandoned","damaged","captured","destroyed","total","Date"
"307","Ukraine","2 Orlik",0,0,1,1,2,"02/28/2024"
"308","Ukraine","2 PRP-3 with a BMP-1 turret",0,0,0,2,2,"02/28/2024"
"309","Ukraine","2 Palantin EW system",0,0,0,2,2,"02/28/2024"
"310","Ukraine","2 Penguin C",0,0,2,0,2,"02/28/2024"
"311","Ukraine","2 Punisher",0,0,1,1,2,"02/28/2024"
"312","Ukraine","2 R-142NSA command and signals vehicle",0,0,0,2,2,"02/28/2024"
"313","Ukraine","2 R-149BMRg command and signals vehicle",0,0,1,1,2,"02/28/2024"
"314","Ukraine","2 R-431AM antenna module for the Redut-2US communications system",0,0,0,2,2,"02/28/2024"
"315","Ukraine","2 R-439-MD2 SatCom Station",0,0,0,2,2,"02/28/2024"
"316","Ukraine","2 RB-636 Svet-KU EW system",0,1,1,0,2,"02/28/2024"
"317","Ukraine","2 RLK-MC-A (ROSC-1) counter-UAV system",0,0,0,2,2,"02/28/2024"
"318","Ukraine","2 Supercam S150",0,0,1,1,2,"02/28/2024"
"319","Ukraine","2 T-64BVK",0,0,0,2,2,"02/28/2024"
"320","Ukraine","2 T-72AMT Zr.2022",1,1,0,1,3,"02/28/2024"
"321","Ukraine","2 TDA-3 mobile smoke generator",0,0,1,1,2,"02/28/2024"
"322","Ukraine","2 Transitional link pontoon (for floating unified railway bridge-ribbon MLZh-VF-VT)",0,0,1,1,2,"02/28/2024"
"323","Ukraine","2 Tu-22M3 strategic bomber",0,1,0,1,2,"02/28/2024"
"324","Ukraine","2 UAZ-31514",0,0,0,2,2,"02/28/2024"
"325","Ukraine","2 Unknown BMD",1,0,0,0,1,"02/28/2024"
"326","Ukraine","2 Unknown EW system",0,0,0,2,2,"02/28/2024"
"327","Ukraine","2 Unknown radar",0,0,0,1,1,"02/28/2024"
"328","Ukraine","2 ZALA 421-16<U+0415>M",0,0,2,0,2,"02/28/2024"
"329","Ukraine","2 ZiL-130 tanker",0,0,0,2,2,"02/28/2024"
"330","Ukraine","2 ZiL-131 UMZ mine laying vehicle",0,0,0,2,2,"02/28/2024"
"331","Ukraine","20 23mm ZU-23-2",0,1,15,5,21,"02/28/2024"
"332","Ukraine","20 KamAZ 8x8",0,0,5,11,16,"02/28/2024"
"333","Ukraine","203mm 2S7 Pion",0,5,2,4,11,"02/28/2024"
"334","Ukraine","207 122mm BM-21 Grad",3,19,34,127,183,"02/28/2024"
"335","Ukraine","21 1V14 battery command and forward observer vehicle",1,1,14,6,22,"02/28/2024"
"336","Ukraine","21 203mm 2S7(M) Pion/Malka",0,2,1,18,21,"02/28/2024"
"337","Ukraine","21 Pantsir-S1",1,3,2,16,22,"02/28/2024"
"338","Ukraine","21 R-149AKSh-1 command and signals vehicle",0,2,1,17,20,"02/28/2024"
"339","Ukraine","22 100mm MT-12 anti-tank gun",0,4,11,7,22,"02/28/2024"
"340","Ukraine","22 River link pontoon (for PMP(-M) floating bridge system)",1,1,5,15,22,"02/28/2024"
"341","Ukraine","220mm BM-27 Uragan",0,3,11,58,72,"02/28/2024"
"342","Ukraine","220mm TOS-1A",0,6,3,15,24,"02/28/2024"
"343","Ukraine","23 KamAZ Avtozaks",1,0,4,17,22,"02/28/2024"
"344","Ukraine","23 MiG-29 fighter aircraft",0,1,0,22,23,"02/28/2024"
"345","Ukraine","23mm ZU-23",0,0,3,0,3,"02/28/2024"
"346","Ukraine","24 Mi-8 transport helicopter",0,0,0,22,22,"02/28/2024"
"347","Ukraine","24 River link pontoon (for PP/91-2005 floating bridge system)",0,0,9,15,24,"02/28/2024"
"348","Ukraine","24 Ural tanker",0,1,7,12,20,"02/28/2024"
"349","Ukraine","240mm 2S4 Tyulpan",0,2,0,40,42,"02/28/2024"
"350","Ukraine","26 BTR-7",0,0,13,6,19,"02/28/2024"
"351","Ukraine","26 TMM-3 bridge layer",1,4,14,11,30,"02/28/2024"
"352","Ukraine","26 Unknown BMP-1/2",0,0,0,21,21,"02/28/2024"
"353","Ukraine","27 BRM-1(K) reconnaissance vehicle",2,2,8,16,28,"02/28/2024"
"354","Ukraine","2S1 with ZU-23 AA gun",0,0,1,0,1,"02/28/2024"
"355","Ukraine","3 120mm <U+041C>1064<U+0410>3",0,0,1,2,3,"02/28/2024"
"356","Ukraine","3 48Ya6-K1 Podlet-K1 low-altitude S-band surveillance radar",0,0,0,3,3,"02/28/2024"
"357","Ukraine","3 5P85SD/SM (launcher for S-300 PMU(-1))",0,0,0,2,2,"02/28/2024"
"358","Ukraine","3 ARS-14 decontamination and degassing vehicle",0,0,5,1,6,"02/28/2024"
"359","Ukraine","3 Auriga-1.2V portable satellite communications station",0,0,1,2,3,"02/28/2024"
"360","Ukraine","3 BMK-MO towing and motor boat",0,2,2,0,4,"02/28/2024"
"361","Ukraine","3 BMP-1 765-SB3KDZ",0,0,0,3,3,"02/28/2024"
"362","Ukraine","3 BMPT Terminator",0,2,0,1,3,"02/28/2024"
"363","Ukraine","3 BPzV Svatava combat reconnaissance vehicle",0,0,0,3,3,"02/28/2024"
"364","Ukraine","3 BREM-D armoured recovery vehicle",0,0,2,1,3,"02/28/2024"
"365","Ukraine","3 BREM-L armoured recovery vehicle",0,1,0,2,3,"02/28/2024"
"366","Ukraine","3 Bergepanzer 3 armoured recovery vehicle",1,0,0,2,3,"02/28/2024"
"367","Ukraine","3 Boeing Insitu ScanEagle 2",0,0,1,2,3,"02/28/2024"
"368","Ukraine","3 Coastal link pontoon (for PP-2005 floating bridge system)",0,0,1,2,3,"02/28/2024"
"369","Ukraine","3 Il-22 airborne command post",0,2,0,1,3,"02/28/2024"
"370","Ukraine","3 KamAZ 6x4",0,0,1,2,3,"02/28/2024"
"371","Ukraine","3 L-39 Albatros",0,0,0,2,2,"02/28/2024"
"372","Ukraine","3 LuAZ-969",0,1,1,2,4,"02/28/2024"
"373","Ukraine","3 MT-LB with 100mm MT-12 anti-tank gun",0,0,0,3,3,"02/28/2024"
"374","Ukraine","3 MTO-AT mobile workshop",0,0,1,2,3,"02/28/2024"
"375","Ukraine","3 MTO-UB1 maintenance vehicle",0,0,2,1,3,"02/28/2024"
"376","Ukraine","3 MTP-A2 recovery vehicle",1,0,0,2,3,"02/28/2024"
"377","Ukraine","3 P-18-2 2D VHF surveillance radar",0,0,0,3,3,"02/28/2024"
"378","Ukraine","3 PRP-4(M) artillery reconnaissance vehicle",0,0,0,3,3,"02/28/2024"
"379","Ukraine","3 PZM-2 trench-digging vehicle",0,1,0,2,3,"02/28/2024"
"380","Ukraine","3 Panthera T6",0,0,1,2,3,"02/28/2024"
"381","Ukraine","3 R-419L1 communications station",0,0,0,3,3,"02/28/2024"
"382","Ukraine","3 River link pontoon (for floating unified railway bridge-ribbon MLZh-VF-VT)",0,0,0,3,3,"02/28/2024"
"383","Ukraine","3 Stormer HVM",0,3,0,0,3,"02/28/2024"
"384","Ukraine","3 T-72 'Ural'",2,1,0,1,4,"02/28/2024"
"385","Ukraine","3 T-72B3 Obr. 2014",0,0,1,1,2,"02/28/2024"
"386","Ukraine","3 T-80B",1,1,0,2,4,"02/28/2024"
"387","Ukraine","3 T-80BVK",1,1,1,1,4,"02/28/2024"
"388","Ukraine","3 Unknown MRLS",0,0,0,3,3,"02/28/2024"
"389","Ukraine","3 ZiL-131 tanker",0,0,1,2,3,"02/28/2024"
"390","Ukraine","30 100mm MT-12 anti-tank gun",0,3,7,18,28,"02/28/2024"
"391","Ukraine","30 BMC Kirpi",2,7,2,21,32,"02/28/2024"
"392","Ukraine","30 KamAZ with MM-501 armoured cabin",2,2,9,18,31,"02/28/2024"
"393","Ukraine","30 T-72BA",0,3,16,12,31,"02/28/2024"
"394","Ukraine","300mm BM-30 Smerch",0,0,0,2,2,"02/28/2024"
"395","Ukraine","31 Mastiff Protected Patrol",3,8,3,16,30,"02/28/2024"
"396","Ukraine","31 Su-25 close air support aircraft",0,3,0,28,31,"02/28/2024"
"397","Ukraine","314 Unknown tank",38,43,0,230,311,"02/28/2024"
"398","Ukraine","32 KamAZ 4x4",1,0,4,27,32,"02/28/2024"
"399","Ukraine","33 IMR-2(M) combat engineering vehicle",6,4,13,14,37,"02/28/2024"
"400","Ukraine","348 T-72B3",22,48,80,214,364,"02/28/2024"
"401","Ukraine","35 9P149 Shturm-S",3,2,19,11,35,"02/28/2024"
"402","Ukraine","35 ZiL-131",0,3,8,26,37,"02/28/2024"
"403","Ukraine","36 152mm 2S33 Msta-SM2",0,3,15,15,33,"02/28/2024"
"404","Ukraine","36 River link pontoon (for PMP(-M) floating bridge system)",0,8,1,27,36,"02/28/2024"
"405","Ukraine","36 UAZ-469 jeep",1,4,13,20,38,"02/28/2024"
"406","Ukraine","36D6 'Tin Shield'",0,2,1,11,14,"02/28/2024"
"407","Ukraine","38 UAZ-452 van",1,2,2,34,39,"02/28/2024"
"408","Ukraine","39 R-149MA3 command and staff vehicle",0,4,22,16,42,"02/28/2024"
"409","Ukraine","4 120mm 2S23 Nona-SVK",0,0,3,1,4,"02/28/2024"
"410","Ukraine","4 122mm RM-70",0,2,0,2,4,"02/28/2024"
"411","Ukraine","4 152mm ShKH vz. 77 DANA",0,3,0,1,4,"02/28/2024"
"412","Ukraine","4 1L259 (for Zoopark-1 counter-battery radar complex)",0,1,0,2,3,"02/28/2024"
"413","Ukraine","4 BMO-T",0,0,1,3,4,"02/28/2024"
"414","Ukraine","4 BPM-97 Vystrel",0,0,3,1,4,"02/28/2024"
"415","Ukraine","4 BWP-1",0,0,0,4,4,"02/28/2024"
"416","Ukraine","4 Bukovel-AD EW system",0,1,0,3,4,"02/28/2024"
"417","Ukraine","4 Eleron T28ME",0,0,1,3,4,"02/28/2024"
"418","Ukraine","4 Fara ground surveillance radar",0,0,3,1,4,"02/28/2024"
"419","Ukraine","4 ITEC Skif",0,0,1,3,4,"02/28/2024"
"420","Ukraine","4 MTO-AT mobile workshop",0,0,1,3,4,"02/28/2024"
"421","Ukraine","4 MTP-A2.1 recovery vehicle",0,0,2,2,4,"02/28/2024"
"422","Ukraine","4 MTU-72 bridge layer",0,0,1,3,4,"02/28/2024"
"423","Ukraine","4 Pinzgauer Vector 718",0,2,0,2,4,"02/28/2024"
"424","Ukraine","4 Project 50030 Kalkan-class patrol boat (Sea Guard)",0,0,4,0,4,"02/28/2024"
"425","Ukraine","4 Ural-4320 (for PMP floating bridge system)",1,0,1,2,4,"02/28/2024"
"426","Ukraine","4 Ural-5323",0,0,2,2,4,"02/28/2024"
"427","Ukraine","4 Zhuk-class patrol boat (Sea Guard)",0,1,2,1,4,"02/28/2024"
"428","Ukraine","41 9T452 transporter-loader (for BM-27 Uragan MRL)",0,0,11,25,36,"02/28/2024"
"429","Ukraine","41 MT-LB with ZU-23 AA gun",0,1,11,29,41,"02/28/2024"
"430","Ukraine","44 T-72A",6,6,11,25,48,"02/28/2024"
"431","Ukraine","47 BRM-1(K) reconnaissance vehicle",4,4,12,29,49,"02/28/2024"
"432","Ukraine","49 (Unknown) vehicle",1,4,0,34,39,"02/28/2024"
"433","Ukraine","49 120mm 2S9 Nona",0,2,5,40,47,"02/28/2024"
"434","Ukraine","5 BRDM-2",0,0,1,4,5,"02/28/2024"
"435","Ukraine","5 BTR-70",0,1,1,3,5,"02/28/2024"
"436","Ukraine","5 Coastal link pontoon (for PMP(-M) floating bridge system)",0,0,0,5,5,"02/28/2024"
"437","Ukraine","5 KrAZ Cougar",0,0,3,2,5,"02/28/2024"
"438","Ukraine","5 KrAZ-255 (for PMP floating bridge system)",0,0,0,5,5,"02/28/2024"
"439","Ukraine","5 M1132 Stryker Engineering Squad Vehicle",0,0,0,5,5,"02/28/2024"
"440","Ukraine","5 M113AS4",0,0,1,4,5,"02/28/2024"
"441","Ukraine","5 Mi-8MTPR-1 electronic warfare helicopter",0,1,0,2,3,"02/28/2024"
"442","Ukraine","5 PT-91 Twardy",0,1,0,3,4,"02/28/2024"
"443","Ukraine","5 Project 03160 Raptor-class patrol boat",0,2,0,3,5,"02/28/2024"
"444","Ukraine","5 UAZ-394511 <U+2018>Esaul<U+2019>",0,2,2,3,7,"02/28/2024"
"445","Ukraine","5 UMS-1000 patrol boat (Sea Guard)",0,1,5,0,6,"02/28/2024"
"446","Ukraine","5 Unknown Tor TLAR",0,4,0,1,5,"02/28/2024"
"447","Ukraine","5 Ural-VV",0,0,1,4,5,"02/28/2024"
"448","Ukraine","51 Unknown BTR-80/BTR-82A",2,6,0,40,48,"02/28/2024"
"449","Ukraine","5N63S 'Flap Lid B' (for S-300PS)",0,0,0,13,13,"02/28/2024"
"450","Ukraine","5N66M 'Clam Shell' on 40V6M mast (for S-300PT)",1,0,1,1,3,"02/28/2024"
"451","Ukraine","5P851A (Launcher for S-300PT-1A)",0,0,0,28,28,"02/28/2024"
"452","Ukraine","5P85D (launcher for S-300PS)",0,0,1,1,2,"02/28/2024"
"453","Ukraine","5P85D/S (launcher for S-300PS)",0,1,0,16,17,"02/28/2024"
"454","Ukraine","5P85S (launcher for S-300PS)",0,1,1,10,12,"02/28/2024"
"455","Ukraine","5P85SM2-01 (launcher for S-400)",0,0,0,4,4,"02/28/2024"
"456","Ukraine","5P85T2 (launcher for S-400)",0,0,0,1,1,"02/28/2024"
"457","Ukraine","6 Coastal link pontoon (for floating unified railway bridge-ribbon MLZh-VF-VT)",0,0,4,2,6,"02/28/2024"
"458","Ukraine","6 Mara-2M",0,0,3,3,6,"02/28/2024"
"459","Ukraine","6 T-90S",1,1,0,5,7,"02/28/2024"
"460","Ukraine","6 UAZ Patriot jeep",0,1,1,3,5,"02/28/2024"
"461","Ukraine","61 152mm 2S5 Giatsint-S",0,7,5,46,58,"02/28/2024"
"462","Ukraine","631 BTR-82A(M)",20,44,124,427,615,"02/28/2024"
"463","Ukraine","7 155mm Caesar 6x6",0,3,0,4,7,"02/28/2024"
"464","Ukraine","7 Granat-4",0,0,2,5,7,"02/28/2024"
"465","Ukraine","7 KamAZ 6x6",0,0,2,5,7,"02/28/2024"
"466","Ukraine","7 KamAZ KMV-10V boom crane truck",0,0,2,5,7,"02/28/2024"
"467","Ukraine","7 R-934B 'Sinitsa' automated jamming station",0,2,0,5,7,"02/28/2024"
"468","Ukraine","7 Su-35S multirole aircraft",0,0,0,7,7,"02/28/2024"
"469","Ukraine","7 Ural Avtozaks",0,0,1,6,7,"02/28/2024"
"470","Ukraine","75 T-72M/M1(R)",8,11,9,54,82,"02/28/2024"
"471","Ukraine","8 M1165 HMMWV",0,0,1,7,8,"02/28/2024"
"472","Ukraine","8 R-330BMV jamming station (for Borisoglebsk-2)",0,0,1,7,8,"02/28/2024"
"473","Ukraine","81 International M1224 MaxxPro",7,13,2,58,80,"02/28/2024"
"474","Ukraine","81 M113",11,18,10,51,90,"02/28/2024"
"475","Ukraine","9 K-53949 Typhoon-K",0,0,1,8,9,"02/28/2024"
"476","Ukraine","9 KrAZ-260 tanker",0,1,1,2,4,"02/28/2024"
"477","Ukraine","9 REM-KL recovery vehicle",0,1,1,7,9,"02/28/2024"
"478","Ukraine","9 River link pontoon (for PP-2005 floating bridge system)",0,0,1,8,9,"02/28/2024"
"479","Ukraine","9 Roshel Senator",0,2,2,6,10,"02/28/2024"
"480","Ukraine","9 Unknown HMMWV variant",0,0,0,9,9,"02/28/2024"
"481","Ukraine","9 Ural-375D",0,0,7,2,9,"02/28/2024"
"482","Ukraine","9 Ural-4320 with 23mm ZU-23-2",0,0,1,8,9,"02/28/2024"
"483","Ukraine","9 Ural-4320 with 57mm AZP S-60",0,1,0,8,9,"02/28/2024"
"484","Ukraine","91 BTR-4",6,7,23,55,91,"02/28/2024"
"485","Ukraine","92 T-64BV Zr. 2017",6,8,23,54,91,"02/28/2024"
"486","Ukraine","921 KamAZ 6x6",11,36,139,637,823,"02/28/2024"
"487","Ukraine","97 T-80U",8,5,40,42,95,"02/28/2024"
"488","Ukraine","98 T-72B Obr. 1989",9,13,20,64,106,"02/28/2024"
"489","Ukraine","9A310M1 TELAR (for Buk-M1)",0,3,1,11,15,"02/28/2024"
"490","Ukraine","9A316 TEL (for Buk-M2)",0,0,3,6,9,"02/28/2024"
"491","Ukraine","9A317 TELAR (for Buk-M2)",0,1,1,10,12,"02/28/2024"
"492","Ukraine","9A317M TELAR (for Buk-M3)",0,0,0,4,4,"02/28/2024"
"493","Ukraine","9A330 TLAR (for 9K330 Tor)",0,5,6,2,13,"02/28/2024"
"494","Ukraine","9A331 TLAR (for 9K331 Tor-M1)",1,1,2,7,11,"02/28/2024"
"495","Ukraine","9A331M TLAR (for 9K332 Tor-M2)",1,8,2,11,22,"02/28/2024"
"496","Ukraine","9A39M1 TEL (for Buk-M1)",0,0,0,4,4,"02/28/2024"
"497","Ukraine","9A39M1-2 TEL (for Buk-M1-2)",0,0,0,6,6,"02/28/2024"
"498","Ukraine","9A83M2 TELAR (for S-300V4)",0,0,0,3,3,"02/28/2024"
"499","Ukraine","9A84-2 TEL (for S-300V4)",0,0,0,2,2,"02/28/2024"
"500","Ukraine","9K33 Osa",1,7,7,25,40,"02/28/2024"
"501","Ukraine","9K35 Strela-10",3,7,4,54,68,"02/28/2024"
"502","Ukraine","9P148 Konkurs",0,1,1,3,5,"02/28/2024"
"503","Ukraine","9P148 Konkurs ATGM carrier",1,0,9,6,16,"02/28/2024"
"504","Ukraine","9P149 Shturm-S ATGM carrier",0,1,2,1,4,"02/28/2024"
"505","Ukraine","9P163M-1 Kornet-T",0,0,0,2,2,"02/28/2024"
"506","Ukraine","9S18<U+041C>1(-2) (for Buk-M2)",0,0,1,0,1,"02/28/2024"
"507","Ukraine","9S18<U+041C>1(-3) (for Buk-M3)",0,0,0,1,1,"02/28/2024"
"508","Ukraine","9S36 (for Buk-M2)",0,0,1,3,4,"02/28/2024"
"509","Ukraine","9S36M (for Buk-M3)",0,0,0,2,2,"02/28/2024"
"510","Ukraine","9S470M1 (or variant thereof) command post (for Buk-M1/2)",0,0,1,1,2,"02/28/2024"
"511","Ukraine","9S932-2 intelligence, control and command vehicle (for Barnaul-T)",0,0,1,0,1,"02/28/2024"
"512","Ukraine","9T217 transloader (for 9K33 Osa)",0,0,2,6,8,"02/28/2024"
"513","Ukraine","9T244 transloader (for 9A330/1 Tor)",0,2,2,3,7,"02/28/2024"
"514","Ukraine","9T452 transporter-loader (for BM-27 'Uragan' MRL)",0,0,0,2,2,"02/28/2024"
"515","Ukraine","A1-SM Fury",0,0,37,40,77,"02/28/2024"
"516","Ukraine","AMN-590951",2,4,3,11,20,"02/28/2024"
"517","Ukraine","AMX-10 RC(R)",1,0,1,1,3,"02/28/2024"
"518","Ukraine","AMZ Dzik-2",0,1,1,1,3,"02/28/2024"
"519","Ukraine","AN/TPQ-36 weapons location radar",0,2,0,1,3,"02/28/2024"
"520","Ukraine","AN/TPQ-37 weapons location radar",0,0,0,2,2,"02/28/2024"
"521","Ukraine","AN/TPQ-49 lightweight counter mortar radar",0,0,1,0,1,"02/28/2024"
"522","Ukraine","AN/TPQ-50 counter-battery radar",0,0,0,5,5,"02/28/2024"
"523","Ukraine","APE-5 command post",0,0,0,6,6,"02/28/2024"
"524","Ukraine","ASU-1 Valkyrja",0,0,5,32,37,"02/28/2024"
"525","Ukraine","ATF Dingo",0,1,0,6,7,"02/28/2024"
"526","Ukraine","AeroVironment RQ-20 Puma",0,1,10,8,19,"02/28/2024"
"527","Ukraine","Airbus H225 transport helicopter",0,0,0,1,1,"02/28/2024"
"528","Ukraine","Alvis 4 'Mamba'",0,1,1,2,4,"02/28/2024"
"529","Ukraine","An-26 transport aircraft",0,0,0,3,3,"02/28/2024"
"530","Ukraine","Armed pickup truck",0,0,0,4,4,"02/28/2024"
"531","Ukraine","Armoured Volkswagen Amarok pickup truck",0,1,1,0,2,"02/28/2024"
"532","Ukraine","BAT-2 heavy engineering vehicle",1,4,5,4,14,"02/28/2024"
"533","Ukraine","BMD-2",11,13,58,173,255,"02/28/2024"
"534","Ukraine","BMD-4M",2,9,12,87,110,"02/28/2024"
"535","Ukraine","BMK-130M/BMK-150 towing and motor boat",0,0,1,0,1,"02/28/2024"
"536","Ukraine","BMK-460 towing and motor boat",6,2,0,2,10,"02/28/2024"
"537","Ukraine","BMM-4C Ambulance",0,0,2,2,4,"02/28/2024"
"538","Ukraine","BMM-70 Ambulance",0,0,0,2,2,"02/28/2024"
"539","Ukraine","BMP-1(P)",87,100,139,707,1033,"02/28/2024"
"540","Ukraine","BMP-1AM",7,11,9,26,53,"02/28/2024"
"541","Ukraine","BMP-1KSh command and staff vehicle",0,0,0,2,2,"02/28/2024"
"542","Ukraine","BMP-1TS",0,0,0,1,1,"02/28/2024"
"543","Ukraine","BMP-2 675-sb3KDZ",5,8,2,34,49,"02/28/2024"
"544","Ukraine","BMP-2M Berezhok",1,4,8,17,30,"02/28/2024"
"545","Ukraine","BMP-3",27,45,62,229,363,"02/28/2024"
"546","Ukraine","BMP-3 688M sb. 3KDZ",11,12,1,21,45,"02/28/2024"
"547","Ukraine","BRDM-2",0,0,23,40,63,"02/28/2024"
"548","Ukraine","BRDM-2L1",0,1,17,31,49,"02/28/2024"
"549","Ukraine","BRDM-2M/A",0,0,0,2,2,"02/28/2024"
"550","Ukraine","BRDM-2RKhb chemical reconnaissance vehicle",0,0,2,6,8,"02/28/2024"
"551","Ukraine","BREM-1 armoured recovery vehicle",11,6,17,28,62,"02/28/2024"
"552","Ukraine","BREM-2 armoured recovery vehicle",0,0,1,1,2,"02/28/2024"
"553","Ukraine","BREM-Ch ''BREM-4'' armoured recovery vehicle",0,0,1,5,6,"02/28/2024"
"554","Ukraine","BREM-K armoured recovery vehicle",0,0,3,1,4,"02/28/2024"
"555","Ukraine","BRM-1K Obr. 2021",0,0,1,1,2,"02/28/2024"
"556","Ukraine","BTR-3",0,1,10,30,41,"02/28/2024"
"557","Ukraine","BTR-50 with BPU-1 turret",1,1,0,0,2,"02/28/2024"
"558","Ukraine","BTR-60PB",0,1,7,15,23,"02/28/2024"
"559","Ukraine","BTR-60PU-12 air defence command vehicle",0,0,1,2,3,"02/28/2024"
"560","Ukraine","BTR-70",0,3,12,16,31,"02/28/2024"
"561","Ukraine","BTR-70DI-02 'Svityaz' command and staff vehicle",0,0,1,0,1,"02/28/2024"
"562","Ukraine","BTR-70M",2,0,2,7,11,"02/28/2024"
"563","Ukraine","BTR-80M",0,0,2,0,2,"02/28/2024"
"564","Ukraine","BTR-D",6,4,23,54,87,"02/28/2024"
"565","Ukraine","BTR-MDM Rakushka",1,3,8,20,32,"02/28/2024"
"566","Ukraine","BTR-ZD Skrezhet",0,0,2,2,4,"02/28/2024"
"567","Ukraine","BTS-4 ARV with ZU-23 AA gun",0,0,1,0,1,"02/28/2024"
"568","Ukraine","BTS-4A armoured recovery vehicle",4,4,3,5,16,"02/28/2024"
"569","Ukraine","BVP M-80A",1,5,1,3,10,"02/28/2024"
"570","Ukraine","Barnaul-T 9<U+0421>932-1 automated system for air defence units",0,0,4,3,7,"02/28/2024"
"571","Ukraine","Bayraktar TB2",0,0,0,21,21,"02/28/2024"
"572","Ukraine","Bogdan-2251 ambulance pickup truck",0,0,4,12,16,"02/28/2024"
"573","Ukraine","Bogdan-5316",1,2,0,6,9,"02/28/2024"
"574","Ukraine","Bogdan-63172",2,2,3,26,33,"02/28/2024"
"575","Ukraine","Bogdan-63172 'Kozak'",0,0,1,2,3,"02/28/2024"
"576","Ukraine","Bushmaster Protected Mobility Vehicle",0,4,0,10,14,"02/28/2024"
"577","Ukraine","CV9040C",1,5,1,0,7,"02/28/2024"
"578","Ukraine","Challenger 2",0,0,0,1,1,"02/28/2024"
"579","Ukraine","DAF YAD 4442 NT",0,0,0,2,2,"02/28/2024"
"580","Ukraine","Dovbush T10",0,0,1,1,2,"02/28/2024"
"581","Ukraine","EOS-C VTOL",0,0,0,2,2,"02/28/2024"
"582","Ukraine","Eleron-3",0,0,23,11,34,"02/28/2024"
"583","Ukraine","FV103 Spartan",0,1,1,6,8,"02/28/2024"
"584","Ukraine","FlyEye",0,0,2,7,9,"02/28/2024"
"585","Ukraine","Forpost",0,0,0,5,5,"02/28/2024"
"586","Ukraine","GAZ Sobol",1,0,0,1,2,"02/28/2024"
"587","Ukraine","GAZ Tigr",1,0,7,7,15,"02/28/2024"
"588","Ukraine","GAZ-3308",2,0,2,4,8,"02/28/2024"
"589","Ukraine","GAZ-3308 tanker",0,0,0,1,1,"02/28/2024"
"590","Ukraine","GAZ-3344-20 'Aleut' articulated tracked carrier",0,0,0,2,2,"02/28/2024"
"591","Ukraine","GAZ-66",0,0,14,28,42,"02/28/2024"
"592","Ukraine","GAZ-66 tanker",0,0,0,1,1,"02/28/2024"
"593","Ukraine","GMZ-3 minelayer",0,1,5,2,8,"02/28/2024"
"594","Ukraine","GT-MU AFV converted to APC",0,0,1,0,1,"02/28/2024"
"595","Ukraine","Gyurza-M-class gunboat",0,1,3,1,5,"02/28/2024"
"596","Ukraine","HMMWV Ambulance",0,5,8,4,17,"02/28/2024"
"597","Ukraine","Husky Tactical Support Vehicle",2,5,2,13,22,"02/28/2024"
"598","Ukraine","IMR-2 combat engineering vehicle",1,1,1,8,11,"02/28/2024"
"599","Ukraine","IMR-3M combat engineering vehicle",0,1,1,1,3,"02/28/2024"
"600","Ukraine","INKAS Titan-S",0,0,0,3,3,"02/28/2024"
"601","Ukraine","Il-76 transport aircraft",0,2,1,3,6,"02/28/2024"
"602","Ukraine","Island-class patrol boat",0,0,0,1,1,"02/28/2024"
"603","Ukraine","Iveco LMV",1,3,0,10,14,"02/28/2024"
"604","Ukraine","Iveco LMV Rys",1,7,5,25,38,"02/28/2024"
"605","Ukraine","Jelcz P882 D53",0,0,0,2,2,"02/28/2024"
"606","Ukraine","K1Sh1 command and staff vehicle",0,0,1,0,1,"02/28/2024"
"607","Ukraine","KTO Rosomak",0,1,0,3,4,"02/28/2024"
"608","Ukraine","Ka-52 Alligator attack helicopter",2,8,1,40,51,"02/28/2024"
"609","Ukraine","KamAZ 6x6",0,3,8,18,29,"02/28/2024"
"610","Ukraine","KamAZ 6x6 tanker",0,0,1,1,2,"02/28/2024"
"611","Ukraine","KamAZ-435029 Patrol-A",0,1,0,2,3,"02/28/2024"
"612","Ukraine","KamAZ-5350 with EOV-3523 excavator",0,0,3,16,19,"02/28/2024"
"613","Ukraine","KamAZ-5350 with KS-45719-7M crane",0,0,2,5,7,"02/28/2024"
"614","Ukraine","KamAZ-5350 with armoured cabin",0,2,5,7,14,"02/28/2024"
"615","Ukraine","KamAZ-6350 8x8 artillery tractor",0,2,0,14,16,"02/28/2024"
"616","Ukraine","KamAZ-63968 Typhoon",1,4,6,19,30,"02/28/2024"
"617","Ukraine","Korsar",0,0,0,1,1,"02/28/2024"
"618","Ukraine","Kozak-2",0,1,19,38,58,"02/28/2024"
"619","Ukraine","Kozak-2M1",1,3,7,21,32,"02/28/2024"
"620","Ukraine","Kozak-5",0,0,1,2,3,"02/28/2024"
"621","Ukraine","Kozak-7",0,1,0,6,7,"02/28/2024"
"622","Ukraine","KrAZ Cobra",0,1,6,8,15,"02/28/2024"
"623","Ukraine","KrAZ Spartan",0,0,1,9,10,"02/28/2024"
"624","Ukraine","KrAZ-255B",0,0,1,3,4,"02/28/2024"
"625","Ukraine","KrAZ-255B tanker",0,1,1,7,9,"02/28/2024"
"626","Ukraine","KrAZ-255B with excavator",0,2,1,5,8,"02/28/2024"
"627","Ukraine","KrAZ-260",0,0,3,0,3,"02/28/2024"
"628","Ukraine","KrAZ-5233",0,2,15,15,32,"02/28/2024"
"629","Ukraine","KrAZ-6322",0,1,11,34,46,"02/28/2024"
"630","Ukraine","KrAZ-6322 'Krepost<U+2019>",0,0,5,1,6,"02/28/2024"
