"","country","system","abandoned","captured","damaged","destroyed","total","Date"
"1","Russia","(Unknown) truck",2,11,6,132,151,"2024-01-22"
"2","Russia","1 1K148 ""Yastreb-AV"" artillery reconnaissance complex",0,0,0,1,1,"2024-01-22"
"3","Russia","1 1L119 Nebo-SVU VHF multi-functional radar",0,0,0,1,1,"2024-01-22"
"4","Russia","1 1RL239 Ark-1(M) counter-battery radar",0,0,0,1,1,"2024-01-22"
"5","Russia","1 1V1003 command and observation vehicle (for 1V198 artillery fire control system)",0,1,0,0,1,"2024-01-22"
"6","Russia","1 1V110 BM-21 Grad battery command vehicle",0,1,0,1,2,"2024-01-22"
"7","Russia","1 1V16 battalion fire direction vehicle",0,1,0,0,1,"2024-01-22"
"8","Russia","1 2F77M transloading vehicle for 2K22M Tunguska-M",0,1,1,0,2,"2024-01-22"
"9","Russia","1 55K6A command post for S-400",0,0,0,1,1,"2024-01-22"
"10","Russia","1 55Zh6U Nebo-U air surveillance radar",0,0,1,0,1,"2024-01-22"
"11","Russia","1 5N63S “Flap Lid B” engagement and tracking radar of the S-300",0,0,0,1,1,"2024-01-22"
"12","Russia","1 92N6A (for S-400)",0,0,0,1,1,"2024-01-22"
"13","Russia","1 9A331MU TLAR for 9K331MU Tor-M1-2U (Tor-M2U)",0,0,0,1,1,"2024-01-22"
"14","Russia","1 9K132 Shturm-SM",0,0,0,1,1,"2024-01-22"
"15","Russia","1 9S18 Kupol (for Buk-M1-2/M2)",0,0,0,2,2,"2024-01-22"
"16","Russia","1 9S19M2 (for S-300V)",0,0,1,0,1,"2024-01-22"
"17","Russia","1 9S32M1 (for S-300V)",0,0,1,0,1,"2024-01-22"
"18","Russia","1 9S470M1 command vehicle for Buk-M1",0,0,0,1,1,"2024-01-22"
"19","Russia","1 APA-80 engine starting vehicle",0,0,0,1,1,"2024-01-22"
"20","Russia","1 BMP-1U 'Shkval'",0,0,0,1,1,"2024-01-22"
"21","Russia","1 BTR-60PB",0,0,1,0,1,"2024-01-22"
"22","Russia","1 BTR-60PU-12command vehicle",0,1,0,0,1,"2024-01-22"
"23","Russia","1 BTR-80 with 57mm UB-32 unguided aircraft rocket pods",0,0,1,0,1,"2024-01-22"
"24","Russia","1 BTR-80-based ZS-88 PsyOps vehicle",0,0,0,1,1,"2024-01-22"
"25","Russia","1 BTR-90",1,0,1,0,2,"2024-01-22"
"26","Russia","1 Beriev A-50",0,0,0,1,1,"2024-01-22"
"27","Russia","1 Command vehicle for Podlet-K1 low-altitude S-band surveillance radar",0,0,0,1,1,"2024-01-22"
"28","Russia","1 ED2x30-T400-3RA mobile generator",0,0,1,0,1,"2024-01-22"
"29","Russia","1 Eleron T-16",0,1,0,0,1,"2024-01-22"
"30","Russia","1 Eleron-10",0,0,0,1,1,"2024-01-22"
"31","Russia","1 Eleron-3SV",0,0,0,1,1,"2024-01-22"
"32","Russia","1 Forpost-RU",0,0,0,1,1,"2024-01-22"
"33","Russia","1 GAZ-3937 Vodnik",0,1,0,0,1,"2024-01-22"
"34","Russia","1 GAZ-51",0,1,0,0,1,"2024-01-22"
"35","Russia","1 Granat-3",0,0,0,1,1,"2024-01-22"
"36","Russia","1 Grifon-12",0,1,0,0,1,"2024-01-22"
"37","Russia","1 IMR-1 combat engineering vehicle",0,0,0,1,1,"2024-01-22"
"38","Russia","1 KamAZ 8x8 tanker",0,0,0,1,1,"2024-01-22"
"39","Russia","1 KamAZ Patrol",0,0,0,1,1,"2024-01-22"
"40","Russia","1 KamAZ tank low-loader",0,0,0,1,1,"2024-01-22"
