"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",1908,262,1238,67,3475,1,"2022-05-07"
"2","Russia","Tanks",331,45,228,19,623,2,"2022-05-07"
"3","Russia","Armoured Fighting Vehicles",179,35,122,2,338,3,"2022-05-07"
"4","Russia","Infantry Fighting Vehicles",413,46,217,10,686,4,"2022-05-07"
"5","Russia","Armoured Personnel Carriers",38,14,54,2,108,5,"2022-05-07"
"6","Russia","Mine-Resistant Ambush Protected",13,3,8,1,25,6,"2022-05-07"
"7","Russia","Infantry Mobility Vehicles",63,5,32,2,102,7,"2022-05-07"
"8","Russia","Command Posts And Communications Stations",34,8,31,0,73,8,"2022-05-07"
"9","Russia","Engineering Vehicles And Equipment",41,16,65,0,122,9,"2022-05-07"
"10","Russia","Self-Propelled Anti-Tank Missile Systems",6,3,5,0,14,10,"2022-05-07"
"11","Russia","Heavy Mortars",5,0,8,0,13,11,"2022-05-07"
"12","Russia","Towed Artillery",12,5,38,4,59,12,"2022-05-07"
"13","Russia","Self-Propelled Artillery",44,16,41,2,103,13,"2022-05-07"
"14","Russia","Multiple Rocket Launchers",29,3,29,1,62,14,"2022-05-07"
"15","Russia","Anti-Aircraft Guns",2,0,4,0,6,15,"2022-05-07"
"16","Russia","Self-Propelled Anti-Aircraft Guns",6,2,7,0,15,16,"2022-05-07"
"17","Russia","Surface-To-Air Missile Systems",30,7,20,1,58,17,"2022-05-07"
"18","Russia","Radars",4,0,6,0,10,18,"2022-05-07"
"19","Russia","Jammers And Deception Systems",4,0,2,2,8,19,"2022-05-07"
"20","Russia","Aircraft",25,0,0,1,26,20,"2022-05-07"
"21","Russia","Helicopters",37,1,1,1,40,21,"2022-05-07"
"22","Russia","Unmanned Aerial Vehicles",30,0,21,0,51,22,"2022-05-07"
"23","Russia","Naval Ships",5,0,0,2,7,23,"2022-05-07"
"24","Russia","Logistics Trains",2,0,0,0,2,24,"2022-05-07"
"25","Russia","Trucks, Vehicles and Jeeps",569,63,266,20,918,25,"2022-05-07"
"26","Ukraine","All Types",465,35,476,24,1000,1,"2022-05-07"
"27","Ukraine","Tanks",66,8,76,3,153,2,"2022-05-07"
"28","Ukraine","Armoured Fighting Vehicles",33,4,53,0,90,3,"2022-05-07"
"29","Ukraine","Infantry Fighting Vehicles",56,9,43,3,111,4,"2022-05-07"
"30","Ukraine","Armoured Personnel Carriers",16,3,41,1,61,5,"2022-05-07"
"31","Ukraine","Infantry Mobility Vehicles",27,1,58,1,87,6,"2022-05-07"
"32","Ukraine","Engineering Vehicles",3,0,10,0,13,7,"2022-05-07"
"33","Ukraine","Towed Artillery",8,3,12,3,26,8,"2022-05-07"
"34","Ukraine","Self-Propelled Artillery",10,1,14,4,29,9,"2022-05-07"
"35","Ukraine","Multiple Rocket Launchers",11,0,5,0,16,10,"2022-05-07"
"36","Ukraine","Anti-Aircraft Guns",0,0,3,0,3,11,"2022-05-07"
"37","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,12,"2022-05-07"
"38","Ukraine","Surface-To-Air Missile Systems
",36,1,6,0,43,13,"2022-05-07"
"39","Ukraine","Radars And Communications Equipment",11,1,8,3,23,14,"2022-05-07"
"40","Ukraine","Aircraft",19,0,0,1,20,15,"2022-05-07"
"41","Ukraine","Helicopters",4,0,1,0,5,16,"2022-05-07"
"42","Ukraine","Unmanned Aerial Vehicles",17,0,4,0,21,17,"2022-05-07"
"43","Ukraine","Naval Ships",4,0,13,0,17,18,"2022-05-07"
"44","Ukraine","Trucks, Vehicles and Jeeps",132,5,139,5,281,19,"2022-05-07"
