"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","Date"
"1","Russia","All Types",1548,237,1070,44,2899,"2022-04-15"
"2","Russia","Tanks",257,40,201,9,507,"2022-04-15"
"3","Russia","Armoured Fighting Vehicles",129,29,105,0,263,"2022-04-15"
"4","Russia","Infantry Fighting Vehicles",308,32,178,2,520,"2022-04-15"
"5","Russia","Armoured Personnel Carriers",32,17,46,2,97,"2022-04-15"
"6","Russia","Mine-Resistant Ambush Protected",13,3,7,0,23,"2022-04-15"
"7","Russia","Infantry Mobility Vehicles",55,5,29,2,91,"2022-04-15"
"8","Russia","Command Posts And Communications Stations",30,8,25,0,63,"2022-04-15"
"9","Russia","Engineering Vehicles And Equipment",32,15,58,0,105,"2022-04-15"
"10","Russia","Heavy Mortars",4,0,8,0,12,"2022-04-15"
"11","Russia","Towed Artillery",10,5,36,4,55,"2022-04-15"
"12","Russia","Self-Propelled Artillery",41,15,39,2,97,"2022-04-15"
"13","Russia","Multiple Rocket Launchers",25,5,24,0,54,"2022-04-15"
"14","Russia","Anti-Aircraft Guns",0,0,4,0,4,"2022-04-15"
"15","Russia","Self-Propelled Anti-Aircraft Guns",5,2,7,0,14,"2022-04-15"
"16","Russia","Surface-To-Air Missile Systems",26,7,18,1,52,"2022-04-15"
"17","Russia","Radars",4,0,6,0,10,"2022-04-15"
"18","Russia","Jammers And Deception Systems",3,0,2,2,7,"2022-04-15"
"19","Russia","Aircraft",20,0,0,1,21,"2022-04-15"
"20","Russia","Helicopters",29,1,1,2,33,"2022-04-15"
"21","Russia","Unmanned Aerial Vehicles",21,0,11,0,32,"2022-04-15"
"22","Russia","Naval Ships",2,0,0,2,4,"2022-04-15"
"23","Russia","Logistics Trains",2,0,0,0,2,"2022-04-15"
"24","Russia","Trucks, Vehicles and Jeeps",514,63,232,17,826,"2022-04-15"
"25","Ukraine","All Types",365,35,367,23,790,"2022-04-15"
"26","Ukraine","Tanks",44,9,58,1,112,"2022-04-15"
"27","Ukraine","Armoured Fighting Vehicles",28,4,43,0,75,"2022-04-15"
"28","Ukraine","Infantry Fighting Vehicles",39,9,34,3,85,"2022-04-15"
"29","Ukraine","Armoured Personnel Carriers",10,2,27,1,40,"2022-04-15"
"30","Ukraine","Infantry Mobility Vehicles",20,1,37,1,59,"2022-04-15"
"31","Ukraine","Engineering Vehicles",2,0,9,0,11,"2022-04-15"
"32","Ukraine","Towed Artillery",8,3,11,3,25,"2022-04-15"
"33","Ukraine","Self-Propelled Artillery",9,1,8,4,22,"2022-04-15"
"34","Ukraine","Multiple Rocket Launchers",10,0,5,0,15,"2022-04-15"
"35","Ukraine","Anti-Aircraft Guns",0,0,2,0,2,"2022-04-15"
"36","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,"2022-04-15"
"37","Ukraine","Surface-To-Air Missile Systems
",36,1,6,0,43,"2022-04-15"
"38","Ukraine","Radars And Communications Equipment",9,1,4,3,17,"2022-04-15"
"39","Ukraine","Aircraft",16,0,0,1,17,"2022-04-15"
"40","Ukraine","Helicopters",2,0,1,0,3,"2022-04-15"
"41","Ukraine","Unmanned Aerial Vehicles",12,0,2,0,14,"2022-04-15"
"42","Ukraine","Naval Ships",2,0,12,1,15,"2022-04-15"
"43","Ukraine","Trucks, Vehicles and Jeeps",104,5,117,5,231,"2022-04-15"
