"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",3505,301,1452,130,5388,1,"2022-08-31"
"2","Russia","Tanks",614,51,289,40,994,2,"2022-08-31"
"3","Russia","Armoured Fighting Vehicles",352,29,124,6,511,3,"2022-08-31"
"4","Russia","Infantry Fighting Vehicles",707,72,268,24,1071,4,"2022-08-31"
"5","Russia","Armoured Personnel Carriers",74,10,56,3,143,5,"2022-08-31"
"6","Russia","Mine-Resistant Ambush Protected",15,2,9,4,30,6,"2022-08-31"
"7","Russia","Infantry Mobility Vehicles",80,1,31,2,114,7,"2022-08-31"
"8","Russia","Command Posts And Communications Stations",63,8,42,0,113,8,"2022-08-31"
"9","Russia","Engineering Vehicles And Equipment",73,38,70,3,184,9,"2022-08-31"
"10","Russia","Self-Propelled Anti-Tank Missile Systems",8,5,9,0,22,10,"2022-08-31"
"11","Russia","Heavy Mortars",7,0,8,0,15,11,"2022-08-31"
"12","Russia","Artillery Support Vehicles And Equipment",28,2,23,0,53,12,"2022-08-31"
"13","Russia","Towed Artillery",26,5,42,5,78,13,"2022-08-31"
"14","Russia","Self-Propelled Artillery",93,13,51,7,164,14,"2022-08-31"
"15","Russia","Multiple Rocket Launchers",60,2,27,1,90,15,"2022-08-31"
"16","Russia","Anti-Aircraft Guns",2,0,5,0,7,16,"2022-08-31"
"17","Russia","Self-Propelled Anti-Aircraft Guns",9,3,5,0,17,17,"2022-08-31"
"18","Russia","Surface-To-Air Missile Systems",36,8,21,2,67,18,"2022-08-31"
"19","Russia","Radars",7,0,7,0,14,19,"2022-08-31"
"20","Russia","Jammers And Deception Systems",9,0,3,1,13,20,"2022-08-31"
"21","Russia","Aircraft",50,0,0,2,52,21,"2022-08-31"
"22","Russia","Helicopters",48,0,1,0,49,22,"2022-08-31"
"23","Russia","Unmanned Aerial Vehicles",63,0,58,0,121,23,"2022-08-31"
"24","Russia","Naval Ships",8,0,0,3,11,24,"2022-08-31"
"25","Russia","Logistics Trains",3,0,0,0,3,25,"2022-08-31"
"26","Russia","Trucks, Vehicles and Jeeps",1069,53,304,28,1454,26,"2022-08-31"
"27","Ukraine","All Types",859,39,602,36,1536,1,"2022-08-31"
"28","Ukraine","Tanks",128,7,104,5,244,2,"2022-08-31"
"29","Ukraine","Armoured Fighting Vehicles",74,3,58,0,135,3,"2022-08-31"
"30","Ukraine","Infantry Fighting Vehicles",137,12,62,4,215,4,"2022-08-31"
"31","Ukraine","Armoured Personnel Carriers",48,2,45,1,96,5,"2022-08-31"
"32","Ukraine","Mine-Resistant Ambush Protected",2,0,2,1,5,6,"2022-08-31"
"33","Ukraine","Infantry Mobility Vehicles",53,1,77,2,133,7,"2022-08-31"
"34","Ukraine","Command Posts And Communications Stations",4,0,3,0,7,8,"2022-08-31"
"35","Ukraine","Engineering Vehicles And Equipment",10,0,13,0,23,9,"2022-08-31"
"36","Ukraine","Self-Propelled Anti-Tank Missile Systems",8,1,8,0,17,10,"2022-08-31"
"37","Ukraine","Artillery Support Vehicles And Equipment",5,0,6,1,12,11,"2022-08-31"
"38","Ukraine","Towed Artillery",32,3,11,6,52,12,"2022-08-31"
"39","Ukraine","Self-Propelled Artillery",26,1,15,9,51,13,"2022-08-31"
"40","Ukraine","Multiple Rocket Launchers",16,0,6,0,22,14,"2022-08-31"
"41","Ukraine","Anti-Aircraft Guns",0,0,3,0,3,15,"2022-08-31"
"42","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,16,"2022-08-31"
"43","Ukraine","Surface-To-Air Missile Systems
",38,1,6,0,45,17,"2022-08-31"
"44","Ukraine","Radars And Communications Equipment",12,1,6,2,21,18,"2022-08-31"
"45","Ukraine","Jammers And Deception Systems",0,0,1,0,1,19,"2022-08-31"
"46","Ukraine","Aircraft",40,0,1,0,41,20,"2022-08-31"
"47","Ukraine","Helicopters",10,0,3,0,13,21,"2022-08-31"
"48","Ukraine","Unmanned Aerial Vehicles",24,0,9,0,33,22,"2022-08-31"
"49","Ukraine","Naval Ships",7,0,13,0,20,23,"2022-08-31"
"50","Ukraine","Trucks, Vehicles and Jeeps",180,5,150,6,341,24,"2022-08-31"
