"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",2855,329,1373,101,4658,1,"2022-07-09"
"2","Russia","Tanks",499,51,277,30,857,2,"2022-07-09"
"3","Russia","Armoured Fighting Vehicles",306,36,133,5,480,3,"2022-07-09"
"4","Russia","Infantry Fighting Vehicles",571,73,251,19,914,4,"2022-07-09"
"5","Russia","Armoured Personnel Carriers",50,13,57,3,123,5,"2022-07-09"
"6","Russia","Mine-Resistant Ambush Protected",15,3,8,3,29,6,"2022-07-09"
"7","Russia","Infantry Mobility Vehicles",71,4,35,2,112,7,"2022-07-09"
"8","Russia","Command Posts And Communications Stations",46,7,37,0,90,8,"2022-07-09"
"9","Russia","Engineering Vehicles And Equipment",60,42,69,2,173,9,"2022-07-09"
"10","Russia","Self-Propelled Anti-Tank Missile Systems",8,5,8,0,21,10,"2022-07-09"
"11","Russia","Heavy Mortars",6,0,8,0,14,11,"2022-07-09"
"12","Russia","Towed Artillery",20,6,39,4,69,12,"2022-07-09"
"13","Russia","Self-Propelled Artillery",65,20,45,2,132,13,"2022-07-09"
"14","Russia","Multiple Rocket Launchers",59,2,29,0,90,14,"2022-07-09"
"15","Russia","Anti-Aircraft Guns",2,0,5,0,7,15,"2022-07-09"
"16","Russia","Self-Propelled Anti-Aircraft Guns",7,2,6,0,15,16,"2022-07-09"
"17","Russia","Surface-To-Air Missile Systems",35,8,21,1,65,17,"2022-07-09"
"18","Russia","Radars",5,0,6,0,11,18,"2022-07-09"
"19","Russia","Jammers And Deception Systems",6,0,3,1,10,19,"2022-07-09"
"20","Russia","Aircraft",34,0,0,1,35,20,"2022-07-09"
"21","Russia","Helicopters",47,0,1,1,49,21,"2022-07-09"
"22","Russia","Unmanned Aerial Vehicles",49,0,45,0,94,22,"2022-07-09"
"23","Russia","Naval Ships",8,0,0,2,10,23,"2022-07-09"
"24","Russia","Logistics Trains",2,0,0,0,2,24,"2022-07-09"
"25","Russia","Trucks, Vehicles and Jeeps",865,58,287,21,1231,25,"2022-07-09"
"26","Ukraine","All Types",608,36,552,30,1226,1,"2022-07-09"
"27","Ukraine","Tanks",88,8,100,5,201,2,"2022-07-09"
"28","Ukraine","Armoured Fighting Vehicles",38,3,54,0,95,3,"2022-07-09"
"29","Ukraine","Infantry Fighting Vehicles",82,11,52,3,148,4,"2022-07-09"
"30","Ukraine","Armoured Personnel Carriers",24,2,40,1,67,5,"2022-07-09"
"31","Ukraine","Mine-Resistant Ambush Protected",1,0,2,0,3,6,"2022-07-09"
"32","Ukraine","Infantry Mobility Vehicles",44,1,68,1,114,7,"2022-07-09"
"33","Ukraine","Command Posts And Communications Stations",0,0,3,0,3,8,"2022-07-09"
"34","Ukraine","Engineering Vehicles",7,0,10,0,17,9,"2022-07-09"
"35","Ukraine","Self-Propelled Anti-Tank Missile Systems",5,1,7,0,13,10,"2022-07-09"
"36","Ukraine","Towed Artillery",26,3,9,4,42,11,"2022-07-09"
"37","Ukraine","Self-Propelled Artillery",16,1,16,8,41,12,"2022-07-09"
"38","Ukraine","Multiple Rocket Launchers",14,0,5,0,19,13,"2022-07-09"
"39","Ukraine","Anti-Aircraft Guns",0,0,3,0,3,14,"2022-07-09"
"40","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,15,"2022-07-09"
"41","Ukraine","Surface-To-Air Missile Systems
",36,1,6,0,43,16,"2022-07-09"
"42","Ukraine","Radars And Communications Equipment",11,1,8,3,23,17,"2022-07-09"
"43","Ukraine","Jammers And Deception Systems",0,0,1,0,1,18,"2022-07-09"
"44","Ukraine","Aircraft",29,0,0,0,29,19,"2022-07-09"
"45","Ukraine","Helicopters",8,0,3,0,11,20,"2022-07-09"
"46","Ukraine","Unmanned Aerial Vehicles",18,0,7,0,25,21,"2022-07-09"
"47","Ukraine","Naval Ships",6,0,13,0,19,22,"2022-07-09"
"48","Ukraine","Trucks, Vehicles and Jeeps",150,5,145,5,305,23,"2022-07-09"
