"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",5995,375,2786,270,9426,1,"2023-02-27"
"2","Russia","Tanks",1049,96,548,86,1779,2,"2023-02-27"
"3","Russia","Armoured Fighting Vehicles",493,28,260,13,794,3,"2023-02-27"
"4","Russia","Infantry Fighting Vehicles",1354,116,598,62,2130,4,"2023-02-27"
"5","Russia","Armoured Personnel Carriers",184,12,97,5,298,5,"2023-02-27"
"6","Russia","Mine-Resistant Ambush Protected",29,1,10,4,44,6,"2023-02-27"
"7","Russia","Infantry Mobility Vehicles",125,1,51,4,181,7,"2023-02-27"
"8","Russia","Command Posts And Communications Stations",142,3,88,0,233,8,"2023-02-27"
"9","Russia","Engineering Vehicles And Equipment",126,41,112,5,284,9,"2023-02-27"
"10","Russia","Self-Propelled Anti-Tank Missile Systems",14,4,20,0,38,10,"2023-02-27"
"11","Russia","Artillery Support Vehicles And Equipment",40,2,49,0,91,11,"2023-02-27"
"12","Russia","Towed Artillery",70,5,93,8,176,12,"2023-02-27"
"13","Russia","Self-Propelled Artillery",222,7,105,15,349,13,"2023-02-27"
"14","Russia","Multiple Rocket Launchers",118,2,55,3,178,14,"2023-02-27"
"15","Russia","Anti-Aircraft Guns",3,0,14,0,17,15,"2023-02-27"
"16","Russia","Self-Propelled Anti-Aircraft Guns",12,3,8,0,23,16,"2023-02-27"
"17","Russia","Surface-To-Air Missile Systems",62,5,23,5,95,17,"2023-02-27"
"18","Russia","Radars",14,0,9,1,24,18,"2023-02-27"
"19","Russia","Jammers And Deception Systems",16,0,7,2,25,19,"2023-02-27"
"20","Russia","Aircraft",67,0,0,7,74,20,"2023-02-27"
"21","Russia","Helicopters",67,0,1,10,78,21,"2023-02-27"
"22","Russia","Unmanned Combat Aerial Vehicles",6,0,1,0,7,22,"2023-02-27"
"23","Russia","Reconnaissance Unmanned Aerial Vehicles",97,0,90,0,187,23,"2023-02-27"
"24","Russia","Naval Ships",8,0,0,4,12,24,"2023-02-27"
"25","Russia","Trucks, Vehicles and Jeeps",1677,49,547,36,2309,25,"2023-02-27"
"26","Ukraine","All Types",1912,76,879,146,3013,1,"2023-02-27"
"27","Ukraine","Tanks",280,17,143,30,470,2,"2023-02-27"
"28","Ukraine","Armoured Fighting Vehicles",179,5,82,2,268,3,"2023-02-27"
"29","Ukraine","Infantry Fighting Vehicles",346,27,108,12,493,4,"2023-02-27"
"30","Ukraine","Armoured Personnel Carriers",124,8,85,10,227,5,"2023-02-27"
"31","Ukraine","Mine-Resistant Ambush Protected",27,3,5,7,42,6,"2023-02-27"
"32","Ukraine","Infantry Mobility Vehicles",152,3,118,15,288,7,"2023-02-27"
"33","Ukraine","Command Posts And Communications Stations",6,0,3,0,9,8,"2023-02-27"
"34","Ukraine","Engineering Vehicles And Equipment",21,0,23,2,46,9,"2023-02-27"
"35","Ukraine","Self-Propelled Anti-Tank Missile Systems",8,1,12,0,21,10,"2023-02-27"
"36","Ukraine","Artillery Support Vehicles And Equipment",10,0,12,0,22,11,"2023-02-27"
"37","Ukraine","Towed Artillery",63,3,18,20,104,12,"2023-02-27"
"38","Ukraine","Self-Propelled Artillery",71,0,27,19,117,13,"2023-02-27"
"39","Ukraine","Multiple Rocket Launchers",28,0,8,4,40,14,"2023-02-27"
"40","Ukraine","Anti-Aircraft Guns",0,0,4,0,4,15,"2023-02-27"
"41","Ukraine","Self-Propelled Anti-Aircraft Guns",1,0,3,1,5,16,"2023-02-27"
"42","Ukraine","Surface-To-Air Missile Systems
",76,1,7,3,87,17,"2023-02-27"
"43","Ukraine","Radars And Communications Equipment",34,1,11,5,51,18,"2023-02-27"
"44","Ukraine","Jammers And Deception Systems",0,0,1,0,1,19,"2023-02-27"
"45","Ukraine","Aircraft",58,0,1,0,59,20,"2023-02-27"
"46","Ukraine","Helicopters",26,0,3,1,30,21,"2023-02-27"
"47","Ukraine","Unmanned Combat Aerial Vehicles",17,0,0,0,17,22,"2023-02-27"
"48","Ukraine","Unmanned Aerial Vehicles",37,0,31,0,68,23,"2023-02-27"
"49","Ukraine","Naval Ships",8,0,16,1,25,24,"2023-02-27"
"50","Ukraine","Trucks, Vehicles and Jeeps",339,7,158,14,518,25,"2023-02-27"
