"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",18866,1199,2830,993,23888,1,"2026-07-23"
"2","Russia","Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 14129, of which: destroyed: 11146, damaged: 384, abandoned: 1044, captured: 1555",11146,1044,1555,384,14129,2,"2026-07-23"
"3","Russia","Tanks",3332,395,538,165,4430,3,"2026-07-23"
"4","Russia","Armoured Fighting Vehicles",1993,123,277,38,2431,4,"2026-07-23"
"5","Russia","Infantry Fighting Vehicles",5195,481,633,159,6468,5,"2026-07-23"
"6","Russia","Armoured Personnel Carriers",578,44,96,18,736,6,"2026-07-23"
"7","Russia","Mine-Resistant Ambush Protected",48,1,11,4,64,7,"2026-07-23"
"8","Russia","Infantry Mobility Vehicles",350,12,51,18,431,8,"2026-07-23"
"9","Russia","Command Posts And Communications Stations",225,4,87,5,321,9,"2026-07-23"
"10","Russia","Engineering Vehicles And Equipment",457,62,158,51,728,10,"2026-07-23"
"11","Russia","Self-Propelled Anti-Tank Missile Systems",22,4,20,1,47,11,"2026-07-23"
"12","Russia","Artillery and Missile Support Vehicles And Equipment",115,1,60,3,179,12,"2026-07-23"
"13","Russia","Towed Artillery",386,5,99,107,597,13,"2026-07-23"
"14","Russia","Self-Propelled Artillery",870,7,108,54,1039,14,"2026-07-23"
"15","Russia","Rocket and Missile Artillery",518,2,54,48,622,15,"2026-07-23"
"16","Russia","Anti-Aircraft Guns",49,0,19,1,69,16,"2026-07-23"
"17","Russia","Self-Propelled Anti-Aircraft Guns",17,2,7,3,29,17,"2026-07-23"
"18","Russia","Surface-To-Air Missile Systems",323,4,24,76,427,18,"2026-07-23"
"19","Russia","Radars",87,0,10,42,139,19,"2026-07-23"
"20","Russia","Jammers And Deception Systems",77,0,10,14,101,20,"2026-07-23"
"21","Russia","Aircraft",159,0,0,29,188,21,"2026-07-23"
"22","Russia","Helicopters",140,0,2,37,179,22,"2026-07-23"
"23","Russia","Unmanned Combat Aerial Vehicles",21,0,3,1,25,23,"2026-07-23"
"24","Russia","Naval Ships and Submarines",26,0,0,10,36,24,"2026-07-23"
"25","Russia","Trucks and similar vehicles",3878,52,563,109,4602,25,"2026-07-23"
"26","Ukraine","All Types",9205,689,1193,694,11781,1,"2026-07-23"
"27","Ukraine","Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 5992, of which: destroyed: 4592, damaged: 266, abandoned: 497, captured: 637",4592,497,637,266,5992,2,"2026-07-23"
"28","Ukraine","Tanks",1111,101,151,87,1450,3,"2026-07-23"
"29","Ukraine","Armoured Fighting Vehicles",436,15,86,17,554,4,"2026-07-23"
"30","Ukraine","Infantry Fighting Vehicles",1214,146,168,72,1600,5,"2026-07-23"
"31","Ukraine","Armoured Personnel Carriers",1054,152,165,44,1415,6,"2026-07-23"
"32","Ukraine","Mine-Resistant Ambush Protected",777,83,67,46,973,7,"2026-07-23"
"33","Ukraine","Infantry Mobility Vehicles",1625,122,177,69,1993,8,"2026-07-23"
"34","Ukraine","Command Posts And Communications Stations",72,12,11,0,95,9,"2026-07-23"
"35","Ukraine","Engineering Vehicles And Equipment",202,31,36,25,294,10,"2026-07-23"
"36","Ukraine","Self-Propelled Anti-Tank Missile Systems",7,1,10,1,19,11,"2026-07-23"
"37","Ukraine","Artillery and Missile Support Vehicles And Equipment",24,0,13,0,37,12,"2026-07-23"
"38","Ukraine","Towed Artillery",166,3,23,98,290,13,"2026-07-23"
"39","Ukraine","Self-Propelled Artillery",778,1,26,109,914,14,"2026-07-23"
"40","Ukraine","Rocket and Missile Artillery",99,0,9,22,130,15,"2026-07-23"
"41","Ukraine","Anti-Aircraft Guns",1,0,7,0,8,16,"2026-07-23"
"42","Ukraine","Self-Propelled Anti-Aircraft Guns",40,1,4,5,50,17,"2026-07-23"
"43","Ukraine","Surface-To-Air Missile Systems
",151,1,6,20,178,18,"2026-07-23"
"44","Ukraine","Radars And Communications Equipment",109,1,14,22,146,19,"2026-07-23"
"45","Ukraine","Jammers And Deception Systems",9,0,1,2,12,20,"2026-07-23"
"46","Ukraine","Aircraft",114,0,1,4,119,21,"2026-07-23"
"47","Ukraine","Helicopters",51,0,3,3,57,22,"2026-07-23"
"48","Ukraine","Unmanned Combat Aerial Vehicles",28,0,1,0,29,23,"2026-07-23"
"49","Ukraine","Naval Ships",17,0,19,8,44,24,"2026-07-23"
"50","Ukraine","Trucks and similar vehicles",1120,19,195,40,1374,25,"2026-07-23"
