"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",2944,331,1374,103,4752,1,"2022-07-19"
"2","Russia","Tanks",516,54,270,31,871,2,"2022-07-19"
"3","Russia","Armoured Fighting Vehicles",327,36,131,5,499,3,"2022-07-19"
"4","Russia","Infantry Fighting Vehicles",593,72,267,19,951,4,"2022-07-19"
"5","Russia","Armoured Personnel Carriers",55,13,56,3,127,5,"2022-07-19"
"6","Russia","Mine-Resistant Ambush Protected",16,3,8,3,30,6,"2022-07-19"
"7","Russia","Infantry Mobility Vehicles",72,4,35,2,113,7,"2022-07-19"
"8","Russia","Command Posts And Communications Stations",50,7,37,0,94,8,"2022-07-19"
"9","Russia","Engineering Vehicles And Equipment",62,42,69,2,175,9,"2022-07-19"
"10","Russia","Self-Propelled Anti-Tank Missile Systems",8,5,8,0,21,10,"2022-07-19"
"11","Russia","Heavy Mortars",6,0,8,0,14,11,"2022-07-19"
"12","Russia","Towed Artillery",22,6,39,4,71,12,"2022-07-19"
"13","Russia","Self-Propelled Artillery",72,20,45,2,139,13,"2022-07-19"
"14","Russia","Multiple Rocket Launchers",61,2,29,0,92,14,"2022-07-19"
"15","Russia","Anti-Aircraft Guns",2,0,5,0,7,15,"2022-07-19"
"16","Russia","Self-Propelled Anti-Aircraft Guns",7,2,6,0,15,16,"2022-07-19"
"17","Russia","Surface-To-Air Missile Systems",35,8,21,1,65,17,"2022-07-19"
"18","Russia","Radars",6,0,6,0,12,18,"2022-07-19"
"19","Russia","Jammers And Deception Systems",6,0,3,1,10,19,"2022-07-19"
"20","Russia","Aircraft",37,0,0,1,38,20,"2022-07-19"
"21","Russia","Helicopters",47,0,1,1,49,21,"2022-07-19"
"22","Russia","Unmanned Aerial Vehicles",50,0,47,0,97,22,"2022-07-19"
"23","Russia","Naval Ships",7,0,0,3,10,23,"2022-07-19"
"24","Russia","Logistics Trains",2,0,0,0,2,24,"2022-07-19"
"25","Russia","Trucks, Vehicles and Jeeps",889,58,286,21,1254,25,"2022-07-19"
"26","Ukraine","All Types",634,36,569,30,1269,1,"2022-07-19"
"27","Ukraine","Tanks",89,8,104,5,206,2,"2022-07-19"
"28","Ukraine","Armoured Fighting Vehicles",40,3,55,0,98,3,"2022-07-19"
"29","Ukraine","Infantry Fighting Vehicles",84,11,57,3,155,4,"2022-07-19"
"30","Ukraine","Armoured Personnel Carriers",25,2,40,1,68,5,"2022-07-19"
"31","Ukraine","Mine-Resistant Ambush Protected",1,0,2,0,3,6,"2022-07-19"
"32","Ukraine","Infantry Mobility Vehicles",45,1,71,1,118,7,"2022-07-19"
"33","Ukraine","Command Posts And Communications Stations",2,0,3,0,5,8,"2022-07-19"
"34","Ukraine","Engineering Vehicles",7,0,12,0,19,9,"2022-07-19"
"35","Ukraine","Self-Propelled Anti-Tank Missile Systems",5,1,7,0,13,10,"2022-07-19"
"36","Ukraine","Towed Artillery",28,3,10,4,45,11,"2022-07-19"
"37","Ukraine","Self-Propelled Artillery",18,1,17,8,44,12,"2022-07-19"
"38","Ukraine","Multiple Rocket Launchers",14,0,6,0,20,13,"2022-07-19"
"39","Ukraine","Anti-Aircraft Guns",0,0,3,0,3,14,"2022-07-19"
"40","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,15,"2022-07-19"
"41","Ukraine","Surface-To-Air Missile Systems
",36,1,6,0,43,16,"2022-07-19"
"42","Ukraine","Radars And Communications Equipment",11,1,8,3,23,17,"2022-07-19"
"43","Ukraine","Jammers And Deception Systems",0,0,1,0,1,18,"2022-07-19"
"44","Ukraine","Aircraft",38,0,0,0,38,19,"2022-07-19"
"45","Ukraine","Helicopters",8,0,3,0,11,20,"2022-07-19"
"46","Ukraine","Unmanned Aerial Vehicles",18,0,7,0,25,21,"2022-07-19"
"47","Ukraine","Naval Ships",6,0,13,0,19,22,"2022-07-19"
"48","Ukraine","Trucks, Vehicles and Jeeps",152,5,145,5,307,23,"2022-07-19"
