"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",6567,383,2800,317,10067,1,"2023-04-30"
"2","Russia","Tanks",1165,101,544,101,1911,2,"2023-04-30"
"3","Russia","Armoured Fighting Vehicles",523,30,262,17,832,3,"2023-04-30"
"4","Russia","Infantry Fighting Vehicles",1505,122,597,72,2296,4,"2023-04-30"
"5","Russia","Armoured Personnel Carriers",193,12,93,8,306,5,"2023-04-30"
"6","Russia","Mine-Resistant Ambush Protected",29,1,9,4,43,6,"2023-04-30"
"7","Russia","Infantry Mobility Vehicles",131,1,52,4,188,7,"2023-04-30"
"8","Russia","Command Posts And Communications Stations",150,3,85,0,238,8,"2023-04-30"
"9","Russia","Engineering Vehicles And Equipment",135,40,120,5,300,9,"2023-04-30"
"10","Russia","Self-Propelled Anti-Tank Missile Systems",14,4,19,0,37,10,"2023-04-30"
"11","Russia","Artillery Support Vehicles And Equipment",47,2,49,0,98,11,"2023-04-30"
"12","Russia","Towed Artillery",89,5,95,11,200,12,"2023-04-30"
"13","Russia","Self-Propelled Artillery",259,7,104,16,386,13,"2023-04-30"
"14","Russia","Multiple Rocket Launchers",130,2,54,5,191,14,"2023-04-30"
"15","Russia","Anti-Aircraft Guns",3,0,14,0,17,15,"2023-04-30"
"16","Russia","Self-Propelled Anti-Aircraft Guns",13,2,8,0,23,16,"2023-04-30"
"17","Russia","Surface-To-Air Missile Systems",73,4,23,6,106,17,"2023-04-30"
"18","Russia","Radars",19,0,9,3,31,18,"2023-04-30"
"19","Russia","Jammers And Deception Systems",26,0,7,3,36,19,"2023-04-30"
"20","Russia","Aircraft",72,0,0,8,80,20,"2023-04-30"
"21","Russia","Helicopters",73,0,1,10,84,21,"2023-04-30"
"22","Russia","Unmanned Combat Aerial Vehicles",7,0,1,0,8,22,"2023-04-30"
"23","Russia","Reconnaissance Unmanned Aerial Vehicles",106,0,101,0,207,23,"2023-04-30"
"24","Russia","Naval Ships",8,0,0,4,12,24,"2023-04-30"
"25","Russia","Trucks, Vehicles and Jeeps",1802,48,558,39,2447,25,"2023-04-30"
"26","Ukraine","All Types",2072,88,865,188,3213,1,"2023-04-30"
"27","Ukraine","Tanks",303,18,140,29,490,2,"2023-04-30"
"28","Ukraine","Armoured Fighting Vehicles",180,5,77,2,264,3,"2023-04-30"
"29","Ukraine","Infantry Fighting Vehicles",372,31,108,13,524,4,"2023-04-30"
"30","Ukraine","Armoured Personnel Carriers",136,12,86,13,247,5,"2023-04-30"
"31","Ukraine","Mine-Resistant Ambush Protected",32,5,5,11,53,6,"2023-04-30"
"32","Ukraine","Infantry Mobility Vehicles",156,4,106,19,285,7,"2023-04-30"
"33","Ukraine","Command Posts And Communications Stations",8,0,4,0,12,8,"2023-04-30"
"34","Ukraine","Engineering Vehicles And Equipment",23,0,24,3,50,9,"2023-04-30"
"35","Ukraine","Self-Propelled Anti-Tank Missile Systems",8,1,12,0,21,10,"2023-04-30"
"36","Ukraine","Artillery Support Vehicles And Equipment",10,0,13,0,23,11,"2023-04-30"
"37","Ukraine","Towed Artillery",68,2,18,32,120,12,"2023-04-30"
"38","Ukraine","Self-Propelled Artillery",84,0,23,33,140,13,"2023-04-30"
"39","Ukraine","Multiple Rocket Launchers",27,0,9,8,44,14,"2023-04-30"
"40","Ukraine","Anti-Aircraft Guns",0,0,4,0,4,15,"2023-04-30"
"41","Ukraine","Self-Propelled Anti-Aircraft Guns",1,0,3,1,5,16,"2023-04-30"
"42","Ukraine","Surface-To-Air Missile Systems
",79,1,6,7,93,17,"2023-04-30"
"43","Ukraine","Radars And Communications Equipment",38,1,11,5,55,18,"2023-04-30"
"44","Ukraine","Jammers And Deception Systems",0,0,1,0,1,19,"2023-04-30"
"45","Ukraine","Aircraft",65,0,1,0,66,20,"2023-04-30"
"46","Ukraine","Helicopters",25,0,3,1,29,21,"2023-04-30"
"47","Ukraine","Unmanned Combat Aerial Vehicles",17,0,0,0,17,22,"2023-04-30"
"48","Ukraine","Reconnaissance Unmanned Aerial Vehicles",50,0,36,0,86,23,"2023-04-30"
"49","Ukraine","Naval Ships",9,0,16,1,26,24,"2023-04-30"
"50","Ukraine","Trucks, Vehicles, and Jeeps",376,7,159,15,557,25,"2023-04-30"
