"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",4929,300,2620,198,8047,1,"2022-11-21"
"2","Russia","Tanks",862,56,521,64,1503,2,"2022-11-21"
"3","Russia","Armoured Fighting Vehicles",439,23,245,11,718,3,"2022-11-21"
"4","Russia","Infantry Fighting Vehicles",1081,80,556,39,1756,4,"2022-11-21"
"5","Russia","Armoured Personnel Carriers",160,12,93,5,270,5,"2022-11-21"
"6","Russia","Mine-Resistant Ambush Protected",29,1,10,4,44,6,"2022-11-21"
"7","Russia","Infantry Mobility Vehicles",109,1,55,2,167,7,"2022-11-21"
"8","Russia","Command Posts And Communications Stations",101,5,87,0,193,8,"2022-11-21"
"9","Russia","Engineering Vehicles And Equipment",102,38,102,3,245,9,"2022-11-21"
"10","Russia","Self-Propelled Anti-Tank Missile Systems",9,4,15,0,28,10,"2022-11-21"
"11","Russia","Heavy Mortars",11,0,14,0,25,11,"2022-11-21"
"12","Russia","Artillery Support Vehicles And Equipment",34,2,46,0,82,12,"2022-11-21"
"13","Russia","Towed Artillery",47,5,83,6,141,13,"2022-11-21"
"14","Russia","Self-Propelled Artillery",166,12,106,6,290,14,"2022-11-21"
"15","Russia","Multiple Rocket Launchers",99,2,51,2,154,15,"2022-11-21"
"16","Russia","Anti-Aircraft Guns",3,0,13,0,16,16,"2022-11-21"
"17","Russia","Self-Propelled Anti-Aircraft Guns",11,3,8,0,22,17,"2022-11-21"
"18","Russia","Surface-To-Air Missile Systems",47,3,25,2,77,18,"2022-11-21"
"19","Russia","Radars",12,0,9,0,21,19,"2022-11-21"
"20","Russia","Jammers And Deception Systems",13,0,6,2,21,20,"2022-11-21"
"21","Russia","Aircraft",61,0,0,2,63,21,"2022-11-21"
"22","Russia","Helicopters",60,0,1,10,71,22,"2022-11-21"
"23","Russia","Unmanned Combat Aerial Vehicles",4,0,0,0,4,23,"2022-11-21"
"24","Russia","Reconnaissance Unmanned Aerial Vehicles",66,0,79,0,145,24,"2022-11-21"
"25","Russia","Naval Ships",8,0,0,4,12,25,"2022-11-21"
"26","Russia","Trucks, Vehicles and Jeeps",1400,55,499,34,1988,26,"2022-11-21"
"27","Ukraine","All Types",1375,60,763,94,2292,1,"2022-11-21"
"28","Ukraine","Tanks",213,13,129,16,371,2,"2022-11-21"
"29","Ukraine","Armoured Fighting Vehicles",132,4,72,3,211,3,"2022-11-21"
"30","Ukraine","Infantry Fighting Vehicles",255,19,78,10,362,4,"2022-11-21"
"31","Ukraine","Armoured Personnel Carriers",93,7,78,9,187,5,"2022-11-21"
"32","Ukraine","Mine-Resistant Ambush Protected",15,1,4,5,25,6,"2022-11-21"
"33","Ukraine","Infantry Mobility Vehicles",96,4,106,8,214,7,"2022-11-21"
"34","Ukraine","Command Posts And Communications Stations",4,0,3,0,7,8,"2022-11-21"
"35","Ukraine","Engineering Vehicles And Equipment",16,0,18,0,34,9,"2022-11-21"
"36","Ukraine","Self-Propelled Anti-Tank Missile Systems",8,1,11,0,20,10,"2022-11-21"
"37","Ukraine","Artillery Support Vehicles And Equipment",7,0,11,0,18,11,"2022-11-21"
"38","Ukraine","Towed Artillery",46,3,13,10,72,12,"2022-11-21"
"39","Ukraine","Self-Propelled Artillery",43,1,25,12,81,13,"2022-11-21"
"40","Ukraine","Multiple Rocket Launchers",21,0,8,1,30,14,"2022-11-21"
"41","Ukraine","Anti-Aircraft Guns",0,0,4,0,4,15,"2022-11-21"
"42","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,1,3,16,"2022-11-21"
"43","Ukraine","Surface-To-Air Missile Systems
",56,1,6,3,66,17,"2022-11-21"
"44","Ukraine","Radars And Communications Equipment",17,0,11,4,32,18,"2022-11-21"
"45","Ukraine","Jammers And Deception Systems",0,0,1,0,1,19,"2022-11-21"
"46","Ukraine","Aircraft",54,0,1,0,55,20,"2022-11-21"
"47","Ukraine","Helicopters",19,0,3,1,23,21,"2022-11-21"
"48","Ukraine","Unmanned Combat Aerial Vehicles",14,0,0,0,14,22,"2022-11-21"
"49","Ukraine","Unmanned Aerial Vehicles",20,0,14,0,34,23,"2022-11-21"
"50","Ukraine","Naval Ships",7,0,13,1,21,24,"2022-11-21"
"51","Ukraine","Trucks, Vehicles and Jeeps",224,4,161,10,399,25,"2022-11-21"
