"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",2956,331,1373,103,4763,1,"2022-07-22"
"2","Russia","Tanks",518,54,270,31,873,2,"2022-07-22"
"3","Russia","Armoured Fighting Vehicles",327,36,131,5,499,3,"2022-07-22"
"4","Russia","Infantry Fighting Vehicles",595,72,267,19,953,4,"2022-07-22"
"5","Russia","Armoured Personnel Carriers",56,13,56,3,128,5,"2022-07-22"
"6","Russia","Mine-Resistant Ambush Protected",16,3,8,3,30,6,"2022-07-22"
"7","Russia","Infantry Mobility Vehicles",73,4,35,2,114,7,"2022-07-22"
"8","Russia","Command Posts And Communications Stations",51,7,37,0,95,8,"2022-07-22"
"9","Russia","Engineering Vehicles And Equipment",63,42,69,2,176,9,"2022-07-22"
"10","Russia","Self-Propelled Anti-Tank Missile Systems",8,5,8,0,21,10,"2022-07-22"
"11","Russia","Heavy Mortars",6,0,8,0,14,11,"2022-07-22"
"12","Russia","Towed Artillery",23,6,39,4,72,12,"2022-07-22"
"13","Russia","Self-Propelled Artillery",76,20,45,2,143,13,"2022-07-22"
"14","Russia","Multiple Rocket Launchers",61,2,29,0,92,14,"2022-07-22"
"15","Russia","Anti-Aircraft Guns",2,0,5,0,7,15,"2022-07-22"
"16","Russia","Self-Propelled Anti-Aircraft Guns",7,2,6,0,15,16,"2022-07-22"
"17","Russia","Surface-To-Air Missile Systems",35,8,21,1,65,17,"2022-07-22"
"18","Russia","Radars",6,0,6,0,12,18,"2022-07-22"
"19","Russia","Jammers And Deception Systems",6,0,3,1,10,19,"2022-07-22"
"20","Russia","Aircraft",37,0,0,1,38,20,"2022-07-22"
"21","Russia","Helicopters",47,0,1,1,49,21,"2022-07-22"
"22","Russia","Unmanned Aerial Vehicles",50,0,47,0,97,22,"2022-07-22"
"23","Russia","Naval Ships",7,0,0,3,10,23,"2022-07-22"
"24","Russia","Logistics Trains",2,0,0,0,2,24,"2022-07-22"
"25","Russia","Trucks, Vehicles and Jeeps",889,58,286,21,1254,25,"2022-07-22"
"26","Ukraine","All Types",661,36,580,30,1307,1,"2022-07-22"
"27","Ukraine","Tanks",98,8,106,5,217,2,"2022-07-22"
"28","Ukraine","Armoured Fighting Vehicles",43,3,55,0,101,3,"2022-07-22"
"29","Ukraine","Infantry Fighting Vehicles",91,11,57,3,162,4,"2022-07-22"
"30","Ukraine","Armoured Personnel Carriers",28,2,40,1,71,5,"2022-07-22"
"31","Ukraine","Mine-Resistant Ambush Protected",1,0,2,0,3,6,"2022-07-22"
"32","Ukraine","Infantry Mobility Vehicles",45,1,71,1,118,7,"2022-07-22"
"33","Ukraine","Command Posts And Communications Stations",3,0,3,0,6,8,"2022-07-22"
"34","Ukraine","Engineering Vehicles",7,0,12,0,19,9,"2022-07-22"
"35","Ukraine","Self-Propelled Anti-Tank Missile Systems",5,1,8,0,14,10,"2022-07-22"
"36","Ukraine","Towed Artillery",27,3,10,4,44,11,"2022-07-22"
"37","Ukraine","Self-Propelled Artillery",18,1,17,8,44,12,"2022-07-22"
"38","Ukraine","Multiple Rocket Launchers",14,0,6,0,20,13,"2022-07-22"
"39","Ukraine","Anti-Aircraft Guns",0,0,3,0,3,14,"2022-07-22"
"40","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,15,"2022-07-22"
"41","Ukraine","Surface-To-Air Missile Systems
",36,1,6,0,43,16,"2022-07-22"
"42","Ukraine","Radars And Communications Equipment",11,1,8,3,23,17,"2022-07-22"
"43","Ukraine","Jammers And Deception Systems",0,0,1,0,1,18,"2022-07-22"
"44","Ukraine","Aircraft",38,0,0,0,38,19,"2022-07-22"
"45","Ukraine","Helicopters",8,0,3,0,11,20,"2022-07-22"
"46","Ukraine","Unmanned Aerial Vehicles",18,0,7,0,25,21,"2022-07-22"
"47","Ukraine","Naval Ships",6,0,13,0,19,22,"2022-07-22"
"48","Ukraine","Trucks, Vehicles and Jeeps",155,5,150,5,315,23,"2022-07-22"
