"","latitude","longitude","bright_ti4","scan","track","acq_date","acq_time","satellite","confidence","version","bright_ti5","frp","daynight"
"1",59.13392,37.79329,325.7,0.52,0.5,"2023-04-01",50,1,"nominal","2.0NRT",264.41,3.57,"N"
"2",45.37572,30.92803,316.76,0.41,0.61,"2023-04-01",54,1,"nominal","2.0NRT",277.77,1.95,"N"
"3",43.23428,27.59483,300.93,0.33,0.55,"2023-04-01",56,1,"nominal","2.0NRT",276.95,0.64,"N"
"4",41.26538,31.42512,295.99,0.58,0.7,"2023-04-01",56,1,"nominal","2.0NRT",281.96,2.12,"N"
"5",41.26921,31.42511,297.02,0.58,0.7,"2023-04-01",56,1,"nominal","2.0NRT",280.07,1.02,"N"
"6",41.26066,26.52089,300.7,0.33,0.56,"2023-04-01",56,1,"nominal","2.0NRT",274.28,0.15,"N"
"7",39.48702,30.03959,295.41,0.56,0.69,"2023-04-01",56,1,"nominal","2.0NRT",272.05,1.06,"N"
"8",38.75711,26.95417,296.17,0.41,0.61,"2023-04-01",56,1,"nominal","2.0NRT",274.73,0.69,"N"
"9",38.7518,26.95188,300.64,0.41,0.61,"2023-04-01",56,1,"nominal","2.0NRT",276.66,0.69,"N"
"10",38.74654,26.94936,295.92,0.41,0.61,"2023-04-01",56,1,"nominal","2.0NRT",275,0.77,"N"
"11",38.73598,26.94453,296.34,0.41,0.61,"2023-04-01",56,1,"nominal","2.0NRT",273.96,0.75,"N"
"12",38.73475,26.94893,306.23,0.41,0.61,"2023-04-01",56,1,"nominal","2.0NRT",273.5,0.75,"N"
"13",38.7528,26.94867,296.53,0.41,0.61,"2023-04-01",56,1,"nominal","2.0NRT",276,1.4,"N"
"14",38.75154,26.95326,295.6,0.41,0.61,"2023-04-01",56,1,"nominal","2.0NRT",276.12,1.43,"N"
"15",38.73574,26.94581,303.08,0.41,0.61,"2023-04-01",56,1,"nominal","2.0NRT",273.29,1.06,"N"
"16",38.73454,26.95021,297.74,0.41,0.61,"2023-04-01",56,1,"nominal","2.0NRT",271.87,1.06,"N"
"17",38.42698,27.21739,297.01,0.43,0.62,"2023-04-01",56,1,"nominal","2.0NRT",281.02,0.84,"N"
"18",38.42945,27.21786,298.52,0.43,0.62,"2023-04-01",56,1,"nominal","2.0NRT",280.15,0.73,"N"
"19",30.85464,27.53247,300.98,0.72,0.76,"2023-04-01",58,1,"nominal","2.0NRT",277.62,1.54,"N"
"20",30.85401,27.53292,301.03,0.72,0.76,"2023-04-01",58,1,"nominal","2.0NRT",277.46,1,"N"
"21",30.82065,27.2684,299.23,0.7,0.75,"2023-04-01",58,1,"nominal","2.0NRT",276.97,1.61,"N"
"22",30.81704,27.27306,300.89,0.7,0.75,"2023-04-01",58,1,"nominal","2.0NRT",278.17,1.14,"N"
"23",30.77188,27.1019,308.42,0.68,0.74,"2023-04-01",58,1,"nominal","2.0NRT",278.48,2.45,"N"
"24",30.85479,26.61568,300.35,0.64,0.72,"2023-04-01",58,1,"nominal","2.0NRT",277.98,1.88,"N"
"25",30.85295,26.62207,302.68,0.64,0.72,"2023-04-01",58,1,"nominal","2.0NRT",277.83,2.08,"N"
"26",30.76846,27.1046,312.96,0.69,0.74,"2023-04-01",58,1,"nominal","2.0NRT",279.12,2.54,"N"
"27",30.85533,26.61893,321.27,0.64,0.72,"2023-04-01",58,1,"nominal","2.0NRT",278.27,2.89,"N"
"28",30.37251,27.22852,307.4,0.71,0.75,"2023-04-01",58,1,"nominal","2.0NRT",278.11,1.3,"N"
"29",30.53362,26.08017,304.48,0.61,0.71,"2023-04-01",58,1,"nominal","2.0NRT",279.09,1.49,"N"
"30",56.6246,161.32101,344.87,0.51,0.41,"2023-04-01",213,1,"nominal","2.0NRT",313.31,10.09,"D"
"31",56.62899,161.32677,349.78,0.51,0.41,"2023-04-01",213,1,"nominal","2.0NRT",298.3,34.03,"D"
