"","latitude","longitude","bright_ti4","scan","track","acq_date","acq_time","satellite","confidence","version","bright_ti5","frp","daynight"
"1",59.14964,37.88535,313.34,0.58,0.52,"2022-10-12",56,1,"nominal","2.0NRT",277.55,3.18,"N"
"2",59.15096,37.86277,334.1,0.58,0.52,"2022-10-12",56,1,"nominal","2.0NRT",276.55,3.16,"N"
"3",59.14824,37.87156,301.28,0.58,0.52,"2022-10-12",56,1,"nominal","2.0NRT",278.94,3.9,"N"
"4",59.14949,37.84919,295.51,0.58,0.52,"2022-10-12",56,1,"nominal","2.0NRT",277.27,3.16,"N"
"5",59.13533,37.78525,336.37,0.58,0.52,"2022-10-12",56,1,"nominal","2.0NRT",276.99,7.53,"N"
"6",59.13117,37.78045,295.21,0.58,0.52,"2022-10-12",56,1,"nominal","2.0NRT",273.8,1.31,"N"
"7",60.52355,28.12578,313.01,0.43,0.38,"2022-10-12",56,1,"nominal","2.0NRT",276.63,1.36,"N"
"8",60.52201,28.13319,318.15,0.44,0.38,"2022-10-12",56,1,"nominal","2.0NRT",277.58,1.36,"N"
"9",59.38436,28.46389,295.52,0.46,0.39,"2022-10-12",56,1,"nominal","2.0NRT",278.21,0.58,"N"
"10",55.66348,36.55259,296.81,0.36,0.57,"2022-10-12",56,1,"nominal","2.0NRT",270.26,0.41,"N"
"11",54.48192,36.80397,296.56,0.4,0.6,"2022-10-12",58,1,"nominal","2.0NRT",272.38,0.63,"N"
"12",53.44288,34.41473,331.68,0.36,0.57,"2022-10-12",58,1,"nominal","2.0NRT",280.26,2.65,"N"
"13",55.0696,26.32497,305.47,0.51,0.41,"2022-10-12",58,1,"nominal","2.0NRT",273.66,0.62,"N"
"14",51.26253,37.76454,298.85,0.58,0.7,"2022-10-12",58,1,"nominal","2.0NRT",278.56,1.13,"N"
"15",51.257,37.75928,302.02,0.58,0.7,"2022-10-12",58,1,"nominal","2.0NRT",277.56,1.13,"N"
"16",51.14191,37.92906,295.8,0.59,0.7,"2022-10-12",58,1,"nominal","2.0NRT",276.85,0.76,"N"
"17",51.14117,37.92604,299.48,0.59,0.7,"2022-10-12",58,1,"nominal","2.0NRT",276.2,0.87,"N"
"18",52.84811,29.98943,308.69,0.52,0.5,"2022-10-12",58,1,"nominal","2.0NRT",278.42,2.29,"N"
"19",51.89285,29.3359,295.57,0.52,0.5,"2022-10-12",58,1,"nominal","2.0NRT",278.66,1.21,"N"
"20",51.8886,29.33296,296.83,0.52,0.5,"2022-10-12",58,1,"nominal","2.0NRT",278.69,1.21,"N"
"21",48.52784,34.64991,304.4,0.55,0.68,"2022-10-12",58,1,"nominal","2.0NRT",277.52,2.6,"N"
"22",48.52921,34.64993,308.47,0.55,0.68,"2022-10-12",58,1,"nominal","2.0NRT",277.86,2.04,"N"
"23",50.54467,26.26008,313.81,0.43,0.46,"2022-10-12",58,1,"nominal","2.0NRT",281.58,2.05,"N"
"24",50.54424,26.25827,312.22,0.43,0.46,"2022-10-12",58,1,"nominal","2.0NRT",281.95,2.13,"N"
"25",45.37292,30.92731,334.13,0.49,0.65,"2022-10-12",100,1,"nominal","2.0NRT",286.33,2.9,"N"
"26",45.37473,30.92159,310.75,0.49,0.65,"2022-10-12",100,1,"nominal","2.0NRT",284.93,2.9,"N"
